#some info
0     "Calculated spectrum. 332.655K"
0     	14.7706
300	52.5501
600	60.2124
900	44.5179
1200	25.9491
1500	13.0295
1800	5.91137
2100	2.49332
2400	0.995603
2800	0.599695
