0	0
0.25	0.0131133
0.5	0.0440196
0.75	0.0824092
1	0.120884
1.25	0.154596
1.5	0.180808
1.75	0.19842
2	0.207515
2.25	0.208945
2.5	0.203994
2.75	0.194116
3	0.180747
3.25	0.165189
3.5	0.148546
3.75	0.131698
4	0.115307
4.25	0.0998368
4.5	0.085585
4.75	0.072713
5	0.0612787
5.25	0.0512645
5.5	0.0426007
5.75	0.0351851
6	0.0288976
6.25	0.0236113
6.5	0.0192002
6.75	0.0155444
7	0.0125332
7.25	0.0100667
7.5	0.00805696
7.75	0.00642699
8	0.00511081
8.25	0.00405229
8.5	0.00320417
8.75	0.00252699
9	0.00143871
